StudentID,Name,Age,Grade,Mathematics,Science,English,Hindi,Sanskrit,Social Science,PreferredSubjects,WeakSubjects,LearningStyle,Hobbies,CareerInterest
620,Student_620,14,9,97,82,54,42,90,85,"['SocialStudies', 'Hindi', 'English']","['Mathematics', 'Science', 'Sanskrit']",Auditory,"['Dance', 'Music', 'Technology']",Doctor
621,Student_621,16,10,79,89,60,67,94,41,"['Sanskrit', 'Mathematics']","['Science', 'English', 'Hindi', 'SocialStudies']",Auditory,"['Sports', 'Arts']",Teacher
622,Student_622,15,9,93,58,82,89,77,49,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Arts', 'Reading']",Teacher
623,Student_623,15,10,41,88,51,89,44,43,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,['Arts'],Government Services
624,Student_624,14,9,81,84,100,92,47,98,"['SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Visual,"['Dance', 'Music']",Scientist
625,Student_625,15,10,61,97,46,75,100,87,"['SocialStudies', 'Sanskrit']","['Mathematics', 'Science', 'English', 'Hindi']",Visual,['Music'],Artist
626,Student_626,14,8,63,76,100,44,89,40,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Writing', 'Reading', 'Dance']",Engineer
627,Student_627,16,8,46,57,63,54,48,83,"['Science', 'SocialStudies', 'Hindi']","['Mathematics', 'English', 'Sanskrit']",Logical,"['Sports', 'Writing', 'Reading']",Engineer
628,Student_628,15,8,40,54,89,75,79,51,"['English', 'Sanskrit', 'Mathematics']","['Science', 'Hindi', 'SocialStudies']",Auditory,['Dance'],Scientist
629,Student_629,15,8,94,94,69,40,88,80,"['Hindi', 'English', 'Science']","['Mathematics', 'Sanskrit', 'SocialStudies']",Visual,['Sports'],Scientist
630,Student_630,16,10,45,76,68,58,92,64,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Auditory,['Sports'],Scientist
631,Student_631,14,8,49,81,56,62,63,56,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Logical,"['Technology', 'Arts', 'Dance']",Government Services
632,Student_632,14,9,83,94,68,99,60,61,"['Mathematics', 'Science']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Dance', 'Music']",Entrepreneur
633,Student_633,16,8,74,60,40,86,66,41,"['Sanskrit', 'Mathematics', 'SocialStudies']","['Science', 'English', 'Hindi']",Auditory,['Music'],Engineer
634,Student_634,16,9,40,44,88,42,94,95,"['Sanskrit', 'Mathematics']","['Science', 'English', 'Hindi', 'SocialStudies']",Visual,"['Sports', 'Technology']",Teacher
635,Student_635,15,10,49,55,63,87,100,72,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Logical,"['Writing', 'Technology', 'Music']",Government Services
636,Student_636,15,8,73,96,68,80,95,89,"['Science', 'SocialStudies']","['Mathematics', 'English', 'Hindi', 'Sanskrit']",Auditory,"['Writing', 'Sports', 'Reading']",Doctor
637,Student_637,14,9,62,56,53,75,41,68,"['English', 'Science']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Music', 'Reading', 'Sports']",Entrepreneur
638,Student_638,16,8,100,46,50,65,69,40,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Visual,['Dance'],Teacher
639,Student_639,14,8,81,71,71,53,82,78,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Auditory,['Music'],Government Services
640,Student_640,15,9,88,53,96,55,92,40,"['SocialStudies', 'Sanskrit']","['Mathematics', 'Science', 'English', 'Hindi']",Auditory,['Music'],Scientist
641,Student_641,16,9,56,88,84,50,82,70,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,"['Dance', 'Technology', 'Sports']",Doctor
642,Student_642,16,10,55,93,52,56,46,70,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Auditory,"['Arts', 'Sports', 'Dance']",Doctor
643,Student_643,14,10,54,59,44,82,76,65,"['Science', 'SocialStudies']","['Mathematics', 'English', 'Hindi', 'Sanskrit']",Logical,"['Arts', 'Music']",Artist
644,Student_644,16,10,63,86,53,94,80,50,"['Science', 'Hindi', 'English']","['Mathematics', 'Sanskrit', 'SocialStudies']",Logical,"['Dance', 'Writing', 'Reading']",Artist
645,Student_645,15,9,94,100,75,48,63,44,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Sports', 'Music']",Engineer
646,Student_646,14,8,55,52,82,85,56,42,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Music', 'Writing', 'Arts']",Doctor
647,Student_647,15,8,80,51,69,70,65,71,"['Mathematics', 'English', 'SocialStudies']","['Science', 'Hindi', 'Sanskrit']",Kinesthetic,"['Arts', 'Technology', 'Sports']",Artist
648,Student_648,16,10,87,46,58,74,44,99,"['Sanskrit', 'English', 'SocialStudies']","['Mathematics', 'Science', 'Hindi']",Kinesthetic,"['Technology', 'Arts']",Teacher
649,Student_649,16,9,84,48,65,58,63,96,"['English', 'SocialStudies', 'Hindi']","['Mathematics', 'Science', 'Sanskrit']",Visual,"['Music', 'Sports']",Government Services
650,Student_650,14,8,55,40,80,60,49,40,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Logical,"['Arts', 'Technology', 'Reading']",Entrepreneur
651,Student_651,15,8,42,83,45,50,63,88,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,['Music'],Artist
652,Student_652,16,10,86,49,83,69,40,83,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Visual,['Writing'],Scientist
653,Student_653,15,10,55,65,84,83,83,92,"['English', 'SocialStudies', 'Hindi']","['Mathematics', 'Science', 'Sanskrit']",Logical,"['Dance', 'Sports', 'Music']",Entrepreneur
654,Student_654,16,8,93,40,69,79,73,53,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Visual,['Dance'],Artist
655,Student_655,16,8,46,87,96,62,42,72,"['Sanskrit', 'Hindi']","['Mathematics', 'Science', 'English', 'SocialStudies']",Visual,['Arts'],Doctor
656,Student_656,15,10,51,76,64,88,53,90,"['Hindi', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Sanskrit']",Logical,['Sports'],Teacher
657,Student_657,14,10,70,58,56,81,54,46,"['Sanskrit', 'English', 'Mathematics']","['Science', 'Hindi', 'SocialStudies']",Logical,"['Arts', 'Writing']",Doctor
658,Student_658,14,8,59,51,79,88,68,98,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Writing', 'Sports']",Government Services
659,Student_659,14,10,95,49,88,74,53,40,"['Science', 'Sanskrit', 'SocialStudies']","['Mathematics', 'English', 'Hindi']",Kinesthetic,['Music'],Engineer
660,Student_660,14,9,91,86,44,94,78,73,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Arts', 'Music', 'Technology']",Artist
661,Student_661,14,9,71,68,88,63,97,77,"['Sanskrit', 'English', 'SocialStudies']","['Mathematics', 'Science', 'Hindi']",Visual,"['Arts', 'Writing', 'Sports']",Scientist
662,Student_662,15,9,60,65,65,61,50,84,"['Sanskrit', 'English', 'Science']","['Mathematics', 'Hindi', 'SocialStudies']",Auditory,"['Sports', 'Writing']",Engineer
663,Student_663,15,10,68,95,64,70,90,95,"['English', 'Hindi', 'Mathematics']","['Science', 'Sanskrit', 'SocialStudies']",Auditory,"['Dance', 'Music']",Government Services
664,Student_664,16,9,72,49,94,47,48,96,"['Mathematics', 'English', 'SocialStudies']","['Science', 'Hindi', 'Sanskrit']",Logical,['Arts'],Engineer
665,Student_665,15,9,70,53,96,43,61,47,"['SocialStudies', 'Sanskrit']","['Mathematics', 'Science', 'English', 'Hindi']",Kinesthetic,['Writing'],Artist
666,Student_666,16,8,85,93,86,41,47,98,"['Hindi', 'English', 'Science']","['Mathematics', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Writing'],Artist
667,Student_667,14,9,64,98,69,50,79,47,"['SocialStudies', 'Science']","['Mathematics', 'English', 'Hindi', 'Sanskrit']",Visual,"['Technology', 'Reading']",Entrepreneur
668,Student_668,15,8,56,70,59,96,78,69,"['Mathematics', 'SocialStudies', 'Sanskrit']","['Science', 'English', 'Hindi']",Visual,['Music'],Artist
669,Student_669,15,8,74,77,63,62,69,50,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Technology', 'Writing']",Doctor
670,Student_670,15,8,85,53,40,87,43,91,"['Sanskrit', 'Mathematics']","['Science', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,"['Writing', 'Technology', 'Dance']",Engineer
671,Student_671,16,9,57,60,61,69,42,73,"['Sanskrit', 'Hindi', 'SocialStudies']","['Mathematics', 'Science', 'English']",Auditory,"['Dance', 'Arts', 'Music']",Government Services
672,Student_672,16,8,65,71,96,62,42,89,"['Hindi', 'English']","['Mathematics', 'Science', 'Sanskrit', 'SocialStudies']",Logical,['Music'],Entrepreneur
673,Student_673,14,10,86,72,97,90,93,82,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Arts', 'Reading']",Engineer
674,Student_674,16,10,72,98,83,88,67,49,"['English', 'SocialStudies', 'Sanskrit']","['Mathematics', 'Science', 'Hindi']",Visual,"['Sports', 'Dance']",Teacher
675,Student_675,14,8,47,68,67,57,81,54,"['Sanskrit', 'SocialStudies', 'Science']","['Mathematics', 'English', 'Hindi']",Logical,['Reading'],Engineer
676,Student_676,14,9,79,79,66,92,44,66,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Arts', 'Music']",Teacher
677,Student_677,14,10,73,48,43,77,97,84,"['Hindi', 'Mathematics']","['Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Dance'],Entrepreneur
678,Student_678,16,9,48,61,95,78,41,68,"['Hindi', 'English']","['Mathematics', 'Science', 'Sanskrit', 'SocialStudies']",Auditory,"['Reading', 'Writing']",Scientist
679,Student_679,15,8,43,48,45,43,75,69,"['English', 'Science', 'Mathematics']","['Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Reading', 'Music']",Artist
680,Student_680,15,8,40,54,84,43,75,63,"['Mathematics', 'Science']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Music', 'Arts']",Entrepreneur
681,Student_681,14,8,47,65,66,67,41,70,"['Mathematics', 'SocialStudies', 'Sanskrit']","['Science', 'English', 'Hindi']",Logical,['Sports'],Entrepreneur
682,Student_682,15,9,82,88,98,94,40,81,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Arts', 'Music']",Teacher
683,Student_683,15,8,71,76,42,91,64,44,"['Sanskrit', 'Hindi']","['Mathematics', 'Science', 'English', 'SocialStudies']",Auditory,"['Reading', 'Music']",Teacher
684,Student_684,16,8,71,84,56,76,46,59,"['SocialStudies', 'Mathematics', 'Science']","['English', 'Hindi', 'Sanskrit']",Kinesthetic,"['Reading', 'Sports']",Engineer
685,Student_685,15,9,52,74,97,49,95,75,"['Hindi', 'Science', 'Sanskrit']","['Mathematics', 'English', 'SocialStudies']",Visual,"['Writing', 'Music', 'Technology']",Teacher
686,Student_686,16,10,51,63,76,59,71,69,"['English', 'Mathematics']","['Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Arts', 'Writing']",Scientist
687,Student_687,14,8,81,89,94,88,85,85,"['SocialStudies', 'Hindi']","['Mathematics', 'Science', 'English', 'Sanskrit']",Visual,['Music'],Government Services
688,Student_688,16,9,70,43,45,96,61,80,"['Science', 'Sanskrit']","['Mathematics', 'English', 'Hindi', 'SocialStudies']",Auditory,"['Writing', 'Music', 'Technology']",Teacher
689,Student_689,14,8,55,68,78,69,99,83,"['Sanskrit', 'SocialStudies', 'Mathematics']","['Science', 'English', 'Hindi']",Auditory,"['Writing', 'Reading', 'Music']",Doctor
690,Student_690,14,9,100,96,76,81,66,44,"['SocialStudies', 'Science', 'Hindi']","['Mathematics', 'English', 'Sanskrit']",Kinesthetic,['Dance'],Doctor
691,Student_691,16,8,65,44,100,93,79,90,"['SocialStudies', 'Science', 'Hindi']","['Mathematics', 'English', 'Sanskrit']",Visual,['Sports'],Entrepreneur
692,Student_692,14,9,91,95,58,43,76,69,"['English', 'Science', 'Sanskrit']","['Mathematics', 'Hindi', 'SocialStudies']",Auditory,"['Writing', 'Technology']",Scientist
693,Student_693,16,9,84,68,81,69,71,44,"['English', 'Science']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Technology', 'Music', 'Dance']",Entrepreneur
694,Student_694,14,8,62,92,55,66,70,91,"['Mathematics', 'Science', 'English']","['Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Music', 'Sports', 'Arts']",Entrepreneur
695,Student_695,15,8,97,88,49,62,99,45,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Reading', 'Sports']",Engineer
696,Student_696,14,9,95,77,53,64,62,100,"['Science', 'Mathematics']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Music', 'Technology', 'Arts']",Artist
697,Student_697,16,10,84,87,76,93,93,86,"['Science', 'Hindi', 'Sanskrit']","['Mathematics', 'English', 'SocialStudies']",Logical,"['Arts', 'Reading', 'Dance']",Teacher
698,Student_698,14,8,72,58,79,74,89,55,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Logical,"['Dance', 'Reading']",Teacher
699,Student_699,14,8,56,86,53,41,60,100,"['Science', 'English', 'Hindi']","['Mathematics', 'Sanskrit', 'SocialStudies']",Auditory,['Music'],Artist
700,Student_700,15,9,83,42,99,57,91,92,"['SocialStudies', 'Hindi', 'English']","['Mathematics', 'Science', 'Sanskrit']",Logical,"['Music', 'Reading', 'Writing']",Entrepreneur
701,Student_701,16,8,76,50,79,97,42,85,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Logical,"['Reading', 'Music', 'Dance']",Entrepreneur
702,Student_702,14,9,73,43,87,57,97,58,"['Science', 'Sanskrit']","['Mathematics', 'English', 'Hindi', 'SocialStudies']",Auditory,"['Dance', 'Music']",Entrepreneur
703,Student_703,14,8,65,43,60,72,52,48,"['SocialStudies', 'Hindi', 'Science']","['Mathematics', 'English', 'Sanskrit']",Auditory,"['Reading', 'Sports']",Government Services
704,Student_704,14,8,61,61,99,61,65,59,"['Mathematics', 'Science', 'Hindi']","['English', 'Sanskrit', 'SocialStudies']",Logical,"['Music', 'Reading']",Engineer
705,Student_705,16,10,79,74,56,48,85,73,"['Mathematics', 'SocialStudies', 'English']","['Science', 'Hindi', 'Sanskrit']",Logical,"['Reading', 'Writing', 'Technology']",Government Services
706,Student_706,14,8,66,49,95,69,96,88,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,"['Writing', 'Reading']",Entrepreneur
707,Student_707,16,9,94,73,69,97,66,59,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,['Music'],Scientist
708,Student_708,16,10,72,58,87,85,57,92,"['Mathematics', 'Sanskrit']","['Science', 'English', 'Hindi', 'SocialStudies']",Kinesthetic,"['Music', 'Arts', 'Sports']",Artist
709,Student_709,15,9,83,68,53,92,61,96,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Reading', 'Technology', 'Arts']",Government Services
710,Student_710,14,8,47,65,43,42,76,59,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,['Writing'],Teacher
711,Student_711,15,9,45,84,79,82,43,96,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Music', 'Sports']",Scientist
712,Student_712,15,10,88,96,52,73,45,53,"['English', 'Sanskrit', 'Hindi']","['Mathematics', 'Science', 'SocialStudies']",Kinesthetic,"['Dance', 'Arts']",Government Services
713,Student_713,16,10,90,49,91,72,82,74,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Arts', 'Technology']",Artist
714,Student_714,16,10,99,100,79,63,98,92,['Sanskrit'],"['Mathematics', 'Science', 'English', 'Hindi', 'SocialStudies']",Auditory,['Dance'],Engineer
715,Student_715,16,9,57,51,87,82,51,49,"['English', 'Sanskrit']","['Mathematics', 'Science', 'Hindi', 'SocialStudies']",Logical,"['Sports', 'Technology', 'Arts']",Scientist
716,Student_716,14,8,97,96,75,42,85,47,"['English', 'Hindi', 'Sanskrit']","['Mathematics', 'Science', 'SocialStudies']",Visual,"['Dance', 'Arts']",Engineer
717,Student_717,16,9,44,58,85,90,65,68,"['Sanskrit', 'English', 'Hindi']","['Mathematics', 'Science', 'SocialStudies']",Visual,['Writing'],Government Services
718,Student_718,16,10,67,52,75,67,50,97,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Kinesthetic,['Reading'],Doctor
719,Student_719,14,9,67,43,74,44,60,81,"['Sanskrit', 'SocialStudies', 'Mathematics']","['Science', 'English', 'Hindi']",Kinesthetic,"['Dance', 'Technology', 'Music']",Entrepreneur
720,Student_720,14,8,69,70,58,86,88,96,"['SocialStudies', 'English', 'Science']","['Mathematics', 'Hindi', 'Sanskrit']",Logical,['Reading'],Government Services
721,Student_721,16,10,86,74,81,75,61,56,"['SocialStudies', 'Hindi']","['Mathematics', 'Science', 'English', 'Sanskrit']",Logical,"['Music', 'Technology']",Artist
722,Student_722,16,8,98,42,48,72,66,54,"['Sanskrit', 'SocialStudies', 'Science']","['Mathematics', 'English', 'Hindi']",Kinesthetic,"['Reading', 'Arts', 'Technology']",Scientist
723,Student_723,16,8,41,80,85,95,44,86,"['Sanskrit', 'Hindi', 'English']","['Mathematics', 'Science', 'SocialStudies']",Visual,"['Writing', 'Technology', 'Arts']",Artist
724,Student_724,15,10,81,58,45,45,43,59,"['Sanskrit', 'Science', 'Hindi']","['Mathematics', 'English', 'SocialStudies']",Kinesthetic,['Arts'],Government Services
725,Student_725,15,9,96,93,59,52,45,78,"['Sanskrit', 'English']","['Mathematics', 'Science', 'Hindi', 'SocialStudies']",Kinesthetic,"['Arts', 'Writing']",Teacher
726,Student_726,15,8,42,96,74,52,61,91,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,"['Dance', 'Sports']",Teacher
727,Student_727,14,10,87,75,58,69,97,47,"['English', 'Sanskrit', 'Hindi']","['Mathematics', 'Science', 'SocialStudies']",Visual,"['Writing', 'Sports']",Entrepreneur
728,Student_728,15,9,75,53,98,71,80,86,"['Mathematics', 'Science', 'Hindi']","['English', 'Sanskrit', 'SocialStudies']",Visual,['Sports'],Entrepreneur
729,Student_729,15,9,87,52,69,73,59,64,"['Mathematics', 'SocialStudies', 'Sanskrit']","['Science', 'English', 'Hindi']",Logical,"['Technology', 'Sports', 'Music']",Artist
730,Student_730,14,10,60,96,50,96,64,97,"['Hindi', 'Science', 'Mathematics']","['English', 'Sanskrit', 'SocialStudies']",Auditory,"['Arts', 'Music']",Entrepreneur
731,Student_731,15,10,49,93,65,76,75,42,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,['Sports'],Government Services
732,Student_732,14,9,42,47,76,67,45,79,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Technology', 'Dance']",Government Services
733,Student_733,16,10,52,72,82,87,93,86,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Logical,"['Sports', 'Reading']",Entrepreneur
734,Student_734,14,9,98,53,86,91,47,69,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Sports', 'Writing', 'Technology']",Government Services
735,Student_735,16,9,83,87,94,61,42,88,"['Mathematics', 'Hindi']","['Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Sports', 'Reading', 'Arts']",Teacher
736,Student_736,16,9,90,82,72,67,99,82,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,['Writing'],Government Services
737,Student_737,15,10,87,71,86,97,57,100,"['Science', 'Mathematics']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Logical,['Writing'],Scientist
738,Student_738,14,10,42,57,55,55,49,100,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Technology', 'Dance']",Doctor
739,Student_739,15,10,76,74,52,56,56,66,"['Science', 'Mathematics', 'English']","['Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Sports', 'Technology']",Teacher
740,Student_740,14,10,88,66,75,98,60,75,"['SocialStudies', 'Hindi', 'Sanskrit']","['Mathematics', 'Science', 'English']",Auditory,"['Arts', 'Reading', 'Music']",Doctor
741,Student_741,15,8,44,41,96,86,69,50,['Science'],"['Mathematics', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Technology', 'Writing']",Doctor
742,Student_742,16,9,87,50,53,49,45,54,"['SocialStudies', 'Sanskrit', 'Mathematics']","['Science', 'English', 'Hindi']",Kinesthetic,"['Dance', 'Sports', 'Music']",Entrepreneur
743,Student_743,16,8,96,82,80,88,42,95,"['Science', 'Sanskrit', 'Hindi']","['Mathematics', 'English', 'SocialStudies']",Auditory,"['Arts', 'Technology', 'Sports']",Artist
744,Student_744,15,10,78,43,88,42,97,72,"['English', 'SocialStudies', 'Hindi']","['Mathematics', 'Science', 'Sanskrit']",Visual,"['Arts', 'Dance', 'Reading']",Scientist
745,Student_745,16,10,56,89,79,56,98,100,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Technology'],Artist
746,Student_746,14,8,43,60,59,73,60,53,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Reading', 'Writing']",Entrepreneur
747,Student_747,15,10,91,55,55,70,70,81,"['Sanskrit', 'Science']","['Mathematics', 'English', 'Hindi', 'SocialStudies']",Logical,"['Dance', 'Reading']",Entrepreneur
748,Student_748,16,10,76,41,74,62,52,98,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,"['Technology', 'Reading', 'Writing']",Entrepreneur
749,Student_749,15,8,51,58,73,44,95,71,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Visual,"['Dance', 'Music']",Scientist
750,Student_750,15,8,48,45,58,40,66,85,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Arts', 'Writing']",Teacher
751,Student_751,16,9,73,40,48,69,96,57,"['SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Visual,['Technology'],Engineer
752,Student_752,16,9,82,42,56,76,94,86,"['Hindi', 'Science', 'English']","['Mathematics', 'Sanskrit', 'SocialStudies']",Auditory,['Technology'],Teacher
753,Student_753,16,10,45,79,87,97,75,83,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,"['Sports', 'Music']",Engineer
754,Student_754,15,8,62,89,88,46,67,77,['Mathematics'],"['Science', 'English', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,['Dance'],Teacher
755,Student_755,16,8,69,60,52,85,83,59,"['Hindi', 'SocialStudies']","['Mathematics', 'Science', 'English', 'Sanskrit']",Logical,['Writing'],Entrepreneur
756,Student_756,16,10,77,56,81,79,40,65,"['Hindi', 'Mathematics', 'SocialStudies']","['Science', 'English', 'Sanskrit']",Visual,"['Technology', 'Sports']",Teacher
757,Student_757,15,10,87,88,89,86,88,95,"['Sanskrit', 'Hindi', 'Mathematics']","['Science', 'English', 'SocialStudies']",Logical,"['Reading', 'Technology']",Doctor
758,Student_758,15,8,71,48,61,70,99,73,"['English', 'Mathematics', 'SocialStudies']","['Science', 'Hindi', 'Sanskrit']",Auditory,"['Sports', 'Reading']",Scientist
759,Student_759,15,9,75,62,89,98,67,96,['Hindi'],"['Mathematics', 'Science', 'English', 'Sanskrit', 'SocialStudies']",Visual,"['Reading', 'Sports']",Artist
760,Student_760,16,8,87,85,55,99,95,74,"['English', 'SocialStudies', 'Science']","['Mathematics', 'Hindi', 'Sanskrit']",Logical,"['Technology', 'Sports']",Engineer
761,Student_761,14,8,59,90,78,89,74,71,"['SocialStudies', 'Science']","['Mathematics', 'English', 'Hindi', 'Sanskrit']",Auditory,['Technology'],Scientist
762,Student_762,14,8,42,58,86,86,76,54,"['Sanskrit', 'SocialStudies', 'Science']","['Mathematics', 'English', 'Hindi']",Logical,"['Writing', 'Music']",Engineer
763,Student_763,14,9,89,93,55,47,40,96,"['Science', 'English']","['Mathematics', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,"['Dance', 'Technology']",Engineer
764,Student_764,15,10,51,87,78,70,95,63,"['SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Visual,"['Dance', 'Reading', 'Sports']",Entrepreneur
765,Student_765,14,9,85,66,73,47,85,44,"['English', 'Sanskrit', 'Science']","['Mathematics', 'Hindi', 'SocialStudies']",Kinesthetic,"['Technology', 'Music', 'Reading']",Artist
766,Student_766,14,8,87,58,61,49,90,64,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Auditory,['Writing'],Artist
767,Student_767,15,8,94,93,85,99,60,71,"['Science', 'SocialStudies', 'Mathematics']","['English', 'Hindi', 'Sanskrit']",Logical,"['Reading', 'Writing', 'Sports']",Scientist
768,Student_768,16,9,63,56,64,50,57,40,"['Hindi', 'Science']","['Mathematics', 'English', 'Sanskrit', 'SocialStudies']",Visual,"['Dance', 'Arts', 'Writing']",Teacher
769,Student_769,16,10,77,46,97,77,53,92,"['Science', 'SocialStudies']","['Mathematics', 'English', 'Hindi', 'Sanskrit']",Kinesthetic,"['Writing', 'Reading']",Engineer
770,Student_770,16,8,56,87,84,83,49,42,"['Mathematics', 'Science']","['English', 'Hindi', 'Sanskrit', 'SocialStudies']",Visual,['Sports'],Artist
771,Student_771,16,8,81,59,100,60,76,62,"['Hindi', 'English']","['Mathematics', 'Science', 'Sanskrit', 'SocialStudies']",Auditory,"['Sports', 'Reading', 'Writing']",Doctor
772,Student_772,16,8,95,90,50,65,43,90,"['SocialStudies', 'English']","['Mathematics', 'Science', 'Hindi', 'Sanskrit']",Auditory,['Technology'],Government Services
773,Student_773,15,10,54,91,85,89,75,79,['English'],"['Mathematics', 'Science', 'Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Arts'],Teacher
774,Student_774,16,10,83,59,77,95,69,95,['SocialStudies'],"['Mathematics', 'Science', 'English', 'Hindi', 'Sanskrit']",Logical,['Technology'],Artist
775,Student_775,16,10,59,47,69,65,85,98,"['Mathematics', 'English', 'Science']","['Hindi', 'Sanskrit', 'SocialStudies']",Kinesthetic,['Music'],Engineer
